node_id,cluster_id,lat,lon,type,frequency,ship_count,type_distribution,detailed_type,node_count,final_type
500,-1,23.15771852635978,112.82229868972802,waypoint,9,9,{'waypoint': 9},turn_point,1,turn_point
501,-1,23.1577362800518,112.8227558028668,waypoint,9,9,{'waypoint': 9},turn_point,1,turn_point
502,-1,23.158054861736687,112.83777159585748,waypoint,9,2,{'waypoint': 9},merge_point,1,merge_point
503,-1,23.159300628603493,112.86780907403964,waypoint,9,9,{'waypoint': 9},turn_point,1,turn_point
504,-1,23.20470107873624,113.19869223043332,waypoint,9,9,{'waypoint': 9},turn_point,1,turn_point
505,-1,23.30234116106292,113.15944932020847,waypoint,9,2,{'waypoint': 9},turn_point,1,turn_point
506,-1,23.442022201051714,112.88275777947106,waypoint,9,2,{'waypoint': 9},turn_point,1,turn_point
507,-1,23.593520787340466,112.94865560662696,waypoint,9,2,"{'waypoint': 8, 'turn_point': 1}",turn_point,1,turn_point
508,-1,23.60264309150048,112.94970755285229,waypoint,9,9,{'waypoint': 9},turn_point,1,turn_point
509,-1,23.71376116396739,113.11776196718243,waypoint,9,9,{'waypoint': 9},turn_point,1,turn_point
510,5388,23.217599410176035,113.18475372759933,waypoint,8,7,{'waypoint': 8},turn_point,6,turn_point
511,-1,22.97585759453881,113.10871977522294,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
512,-1,22.976332990134146,113.10177900886816,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
513,-1,22.976183885368354,113.10734510969199,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
514,-1,22.97620544413731,113.1092098987188,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
515,-1,22.976671929254707,113.10336077259652,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
516,-1,22.97833368629948,113.12576541993458,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
517,-1,22.978765290586587,113.12529192226894,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
518,-1,22.97950635035503,113.09584369253054,waypoint,8,1,{'waypoint': 8},turn_point,1,turn_point
519,-1,22.985140911356485,113.1339284818483,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
520,-1,23.00082152946948,113.07370567437364,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
521,-1,23.002754814233505,113.04930495975854,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
522,-1,23.00520197601607,113.04641308477628,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
523,-1,23.00923007346126,113.16172545560589,waypoint,8,8,{'waypoint': 8},merge_point,1,merge_point
524,-1,23.018271256742743,113.1762401425789,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
525,-1,23.018769363318277,113.17726961258171,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
526,-1,23.02017765867254,113.18123311020794,waypoint,8,8,{'waypoint': 8},merge_point,1,merge_point
527,-1,23.02911371552646,112.99078623160807,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
528,-1,23.030230366862178,113.3913228460658,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
529,-1,23.030266647620817,113.39272984954701,waypoint,8,7,{'waypoint': 8},turn_point,1,turn_point
530,-1,23.03071295249663,113.38730713713487,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
531,-1,23.033265589741283,113.38070168393884,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
532,-1,23.0352415119697,112.9812577703853,waypoint,8,7,{'waypoint': 8},turn_point,1,turn_point
533,-1,23.03723078495647,112.98067989556671,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
534,-1,23.037217266167488,113.35278110138012,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
535,-1,23.037334655358414,113.3542434816404,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
536,-1,23.037742598849732,113.4047259310247,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
537,-1,23.039715693794527,113.34823708210467,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
538,-1,23.04578506359792,113.24143989825856,waypoint,8,2,"{'waypoint': 7, 'turn_point': 1}",merge_point,1,merge_point
539,-1,23.046147630198508,113.34129705319896,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
540,-1,23.046750847581762,113.33975690753604,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
541,-1,23.046748293789364,113.41084774062227,waypoint,8,7,{'waypoint': 8},turn_point,1,turn_point
542,-1,23.047117097890457,113.24628961396903,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
543,-1,23.04733197465012,113.24977426470183,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
544,-1,23.052307355578026,113.32487564207597,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
545,-1,23.05377255276404,113.26175609093907,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
546,-1,23.060734395160623,113.41625331118541,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
547,-1,23.06482766864148,113.41994647189901,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
548,-1,23.067799021724326,112.97422984226205,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
549,-1,23.067716472082232,113.42254649601296,waypoint,8,1,{'waypoint': 8},merge_point,1,merge_point
550,-1,23.074249371150152,113.47340856198034,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
551,-1,23.077732201082803,113.43625917160493,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
552,-1,23.077854274493674,113.43829478742626,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
553,-1,23.080013349316975,113.24979486859218,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
554,-1,23.090155930108025,112.09276495018425,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
555,-1,23.09075850972921,112.1023435908789,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
556,-1,23.097671549448524,113.24246617170022,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
557,-1,23.103762966533555,113.23872276585979,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
558,-1,23.106675642984037,113.60777140872855,waypoint,8,7,{'waypoint': 8},merge_point,1,merge_point
559,-1,23.10827717312842,113.29573711977781,waypoint,8,3,{'waypoint': 8},turn_point,1,turn_point
560,-1,23.11074119381728,113.38760767956357,turn_point,8,6,"{'turn_point': 6, 'waypoint': 2}",bifurcation_point,1,bifurcation_point
561,-1,23.111675347254966,112.94763844039828,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
562,-1,23.11257381620011,113.22531137562041,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
563,-1,23.11426177720861,112.94406188799061,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
564,-1,23.115289308364687,113.27328313682295,waypoint,8,6,"{'waypoint': 7, 'turn_point': 1}",turn_point,1,turn_point
565,-1,23.11568383270444,113.27267804570522,waypoint,8,3,{'waypoint': 8},turn_point,1,turn_point
566,-1,23.1228335139864,112.9373319846466,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
567,-1,23.130366093803254,112.57127779453015,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
568,-1,23.131157637703108,112.57132088225208,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
569,-1,23.139349666607323,112.90271319476437,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
570,-1,23.140051537643895,113.22129097092949,waypoint,8,1,{'waypoint': 8},turn_point,1,turn_point
571,-1,23.144178656374933,112.57628760485485,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
572,-1,23.147642013453584,112.81124462266584,waypoint,8,8,{'waypoint': 8},merge_point,1,merge_point
573,-1,23.154064843840594,111.7158704863912,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
574,-1,23.15418931052246,111.71485528003078,waypoint,8,7,{'waypoint': 8},merge_point,1,merge_point
575,-1,23.15560549388953,112.81618606906292,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
576,-1,23.157766985274623,112.78495269887873,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
577,-1,23.158021765407696,112.82583985224177,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
578,-1,23.158011981731754,112.82626417808095,waypoint,8,1,{'waypoint': 8},turn_point,1,turn_point
579,-1,23.159230766451667,112.82668290055767,waypoint,8,8,{'waypoint': 8},merge_point,1,merge_point
580,-1,23.159863035791066,112.86782965740316,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
581,-1,23.160308021578835,112.86417215318588,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
582,-1,23.160780006371528,112.8641907992374,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
583,-1,23.161126525880732,112.86393672190948,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
584,-1,23.189259999127437,111.59126038061797,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
585,-1,23.299056184895775,113.16361575244653,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
586,-1,23.304270529844715,113.15287605365921,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
587,-1,23.334291094880605,113.14726451581917,waypoint,8,8,{'waypoint': 8},turn_point,1,turn_point
588,-1,23.38728488759484,112.89999295775868,waypoint,8,2,{'waypoint': 8},turn_point,1,turn_point
589,-1,22.82989065168897,113.31144166742932,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
590,-1,22.905980597015812,113.40282021214468,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
591,-1,22.975781168355013,113.10625019135003,waypoint,7,7,{'waypoint': 7},merge_point,1,merge_point
592,-1,22.976438815603323,113.10964526346228,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
593,-1,22.978716036394072,113.12717626696848,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
594,-1,22.98111716692104,113.08714300286441,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
595,-1,22.98471593464677,113.1333137106118,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
596,-1,22.987752044299928,113.07928702595574,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
597,-1,22.9886390678327,113.148830211623,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
598,-1,22.989659482812588,113.15987249182442,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
599,-1,22.998537645275576,113.25216939575924,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
600,-1,23.001244330022455,113.07365651064787,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
601,-1,23.001099111907674,113.16267612883533,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
602,-1,23.006305086126854,113.0675667984941,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
603,-1,23.015707142926377,113.1938260182576,waypoint,7,7,{'waypoint': 7},merge_point,1,merge_point
604,-1,23.019779060389975,113.18115833974437,waypoint,7,6,{'waypoint': 7},turn_point,1,turn_point
605,-1,23.030143433621884,112.98521120212511,waypoint,7,7,{'waypoint': 7},merge_point,1,merge_point
606,-1,23.030720138493308,113.39226080993669,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
607,-1,23.03072526504377,113.3927560815479,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
608,-1,23.033248075990794,112.98271867402033,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
609,-1,23.034842010974437,113.37473652656652,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
610,-1,23.035811085495585,112.98159674689693,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
611,-1,23.036076390068256,113.357887932511,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
612,-1,23.036119993842895,112.98165129948141,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
613,-1,23.036340788135714,113.35872354002744,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
614,-1,23.036700007934705,113.35869618395158,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
615,-1,23.037670558650582,112.98047785827377,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
616,-1,23.037726298870865,112.98113782552447,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
617,-1,23.040179436361896,113.34864236455057,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
618,-1,23.04584655331195,113.23122657546584,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
619,-1,23.04679107800165,113.24713782762205,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
620,-1,23.04672507352697,113.33931026656523,waypoint,7,6,{'waypoint': 7},turn_point,1,turn_point
621,-1,23.052779358552385,113.3216318400927,waypoint,7,6,{'waypoint': 7},turn_point,1,turn_point
622,-1,23.053718871226554,113.2967533776697,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
623,-1,23.05571765608754,113.26832166814442,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
624,-1,23.05723053606551,113.26969018578954,waypoint,7,7,"{'waypoint': 5, 'turn_point': 1, 'stop_point': 1}",bifurcation_point,1,bifurcation_point
625,-1,23.057700242643488,113.28376027527658,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
626,-1,23.069229951203774,113.42424424734823,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
627,-1,23.076807004738313,113.46508620589235,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
628,-1,23.077233035902633,113.43580772633766,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
629,-1,23.07827432989198,113.43871388746058,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
630,-1,23.07993366262718,113.38188256971486,waypoint,7,2,"{'waypoint': 3, 'turn_point': 1, 'stop_point': 3}",turn_point,1,turn_point
631,-1,23.079685901726638,113.45126915090442,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
632,-1,23.080097647076258,113.43905345470424,waypoint,7,2,{'waypoint': 7},bifurcation_point,1,bifurcation_point
633,-1,23.085183691735665,113.39205415201064,waypoint,7,1,"{'waypoint': 4, 'stop_point': 2, 'turn_point': 1}",turn_point,1,turn_point
634,-1,23.08876301956925,112.53418321752595,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
635,-1,23.094240665975217,112.53921451900102,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
636,-1,23.09588302906148,113.59028789005791,waypoint,7,6,{'waypoint': 7},turn_point,1,turn_point
637,-1,23.098042725395842,113.24176049595818,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
638,-1,23.09847670850202,113.59670498155361,stop_point,7,1,"{'waypoint': 1, 'stop_point': 6}",turn_point,1,turn_point
639,-1,23.1003035572631,112.95527631345333,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
640,-1,23.105583419629287,113.60216524247096,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
641,-1,23.106787695973512,113.23523561025908,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
642,-1,23.10670797960514,113.61383679450174,stop_point,7,3,"{'waypoint': 2, 'turn_point': 1, 'stop_point': 4}",turn_point,1,turn_point
643,-1,23.107010776803172,113.62662713476371,stop_point,7,1,"{'turn_point': 1, 'waypoint': 2, 'stop_point': 4}",turn_point,1,turn_point
644,-1,23.107377983609474,113.61564543272308,turn_point,7,2,"{'turn_point': 4, 'stop_point': 3}",turn_point,1,turn_point
645,-1,23.107506804654083,113.61630921709883,stop_point,7,2,"{'turn_point': 2, 'waypoint': 2, 'stop_point': 3}",turn_point,1,turn_point
646,-1,23.107856809041163,112.55417283789957,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
647,-1,23.10785054252264,113.29623370948488,waypoint,7,3,"{'waypoint': 6, 'turn_point': 1}",turn_point,1,turn_point
648,-1,23.10760173748517,113.61173979336398,waypoint,7,2,"{'waypoint': 3, 'turn_point': 1, 'stop_point': 3}",turn_point,1,turn_point
649,-1,23.10820741854717,113.61361870070327,stop_point,7,1,"{'waypoint': 1, 'stop_point': 6}",merge_point,1,port_area
650,-1,23.112754945413805,112.94670296032017,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
651,-1,23.11432634054855,113.27429366629254,stop_point,7,1,"{'waypoint': 2, 'turn_point': 2, 'stop_point': 3}",turn_point,1,turn_point
652,-1,23.114178511279874,113.2747307885558,waypoint,7,1,"{'waypoint': 3, 'turn_point': 1, 'stop_point': 3}",turn_point,1,turn_point
653,-1,23.122454179373914,112.9366409848091,waypoint,7,2,{'waypoint': 7},merge_point,1,merge_point
654,-1,23.12733678635554,112.39828804880848,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
655,-1,23.127657405165827,113.21980105246398,waypoint,7,6,{'waypoint': 7},merge_point,1,merge_point
656,-1,23.131182428984406,112.92420933188289,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
657,-1,23.131242545390858,112.92481711562989,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
658,-1,23.1354969771081,112.91236673254053,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
659,-1,23.139247506074657,112.90120802823574,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
660,-1,23.139211227264134,112.90178750552221,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
661,-1,23.13976761053055,112.901222791312,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
662,-1,23.139832193954653,112.90181050330987,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
663,-1,23.140169191008876,112.90121023440064,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
664,-1,23.14267018968058,112.8977556894282,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
665,-1,23.143807358722036,112.89643690844895,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
666,-1,23.14469333421559,112.89298914405134,waypoint,7,2,"{'waypoint': 4, 'stop_point': 3}",turn_point,1,turn_point
667,-1,23.14726135547061,112.81112245116377,waypoint,7,6,{'waypoint': 7},turn_point,1,turn_point
668,-1,23.15017034510039,112.88987103085982,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
669,-1,23.152812966106247,111.70676329169233,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
670,-1,23.157695592436788,112.34968820808015,waypoint,7,7,{'waypoint': 7},merge_point,1,merge_point
671,-1,23.158199133544738,112.83927550824225,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
672,-1,23.158261011537213,112.84183408218057,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
673,-1,23.15869294284233,112.82275269368061,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
674,-1,23.159275992967917,112.8687386118504,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
675,-1,23.160399974819853,112.86323222541135,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
676,-1,23.18669410872953,113.210205617225,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
677,-1,23.198236486824364,112.80128207756722,stop_point,7,1,"{'turn_point': 2, 'waypoint': 1, 'stop_point': 4}",turn_point,1,turn_point
678,-1,23.204909627546783,113.1982854966019,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
679,-1,23.228827434990393,112.8136569236997,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
680,-1,23.25329682584602,113.17690714883838,waypoint,7,2,{'waypoint': 7},merge_point,1,merge_point
681,-1,23.281259182296026,113.1713397477067,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
682,-1,23.28787070855174,113.16557670245757,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
683,-1,23.29618565322898,113.16483008117963,waypoint,7,7,{'waypoint': 7},turn_point,1,turn_point
684,-1,23.340266905457934,113.13677326036562,waypoint,7,5,{'waypoint': 7},merge_point,1,merge_point
685,-1,23.3796975119907,112.90049761786554,waypoint,7,2,{'waypoint': 7},turn_point,1,turn_point
686,-1,22.317888631674762,113.94461625796582,turn_point,6,1,"{'turn_point': 3, 'stop_point': 3}",turn_point,1,turn_point
687,-1,22.833752271152303,113.30688902510474,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
688,-1,22.90452224226722,113.39682029007534,waypoint,6,1,{'waypoint': 6},turn_point,1,turn_point
689,-1,22.963321298366633,113.15309947318549,stop_point,6,3,"{'turn_point': 1, 'waypoint': 2, 'stop_point': 3}",turn_point,1,turn_point
690,-1,22.975777248731166,113.1067270807394,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
691,-1,22.976125830183815,113.10626934561465,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
692,-1,22.978227364953312,113.52502862231512,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
693,-1,22.987768162238755,113.07976217026857,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
694,-1,22.988705886088862,113.14922361458605,waypoint,6,6,"{'waypoint': 5, 'stop_point': 1}",turn_point,1,turn_point
695,-1,22.990625973052758,113.07823116953075,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
696,-1,22.99324543858126,113.16122243095383,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
697,-1,22.993806765006397,113.16117140866147,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
698,-1,23.00424208986298,113.04725917259661,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
699,-1,23.005809028565995,113.06716792634893,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
700,-1,23.005850092401456,113.0676551149207,waypoint,6,5,{'waypoint': 6},turn_point,1,turn_point
701,-1,23.009923839003207,113.16288747391918,waypoint,6,3,{'waypoint': 6},merge_point,1,merge_point
702,-1,23.016006092924016,113.20077390389073,waypoint,6,1,{'waypoint': 6},turn_point,1,turn_point
703,-1,23.02165347410701,113.21418438017197,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
704,-1,23.02623948966207,113.21324445658372,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
705,-1,23.029222528259282,112.9857318769581,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
706,-1,23.029280817303786,112.98727590540996,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
707,-1,23.029806764357854,112.984373977347,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
708,-1,23.030149909677675,112.9857796849504,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
709,-1,23.030252788363242,113.38677730934872,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
710,-1,23.030195269137142,113.39085381308597,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
711,-1,23.030635902346962,112.9848929942174,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
712,-1,23.032690570539003,112.98316035871152,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
713,-1,23.032828749458286,112.99771193742299,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
714,-1,23.033330422043818,113.38028882269803,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
715,-1,23.036262257274203,112.98134433754397,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
716,-1,23.03675962782002,113.35776156955403,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
717,-1,23.036770013777325,113.358211967415,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
718,-1,23.03769834143465,113.35418376080554,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
719,-1,23.039336787651393,113.34832861136637,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
720,-1,23.039894338121375,113.25026911230789,waypoint,6,5,{'waypoint': 6},turn_point,1,turn_point
721,-1,23.041713923766554,113.21232239447197,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
722,-1,23.044862742273242,113.24204685580509,stop_point,6,2,"{'turn_point': 1, 'stop_point': 4, 'waypoint': 1}",merge_point,1,port_area
723,-1,23.045175755754745,113.24330004395904,waypoint,6,4,"{'waypoint': 3, 'turn_point': 1, 'stop_point': 2}",turn_point,1,turn_point
724,-1,23.046378988406175,113.23275598934445,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
725,-1,23.046242095534023,113.3398183851532,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
726,-1,23.046876443956524,113.41163189926175,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
727,-1,23.047474671459412,113.24771264132698,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
728,-1,23.047230664281983,113.33883960471053,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
729,-1,23.047162788290773,113.33921976530699,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
730,-1,23.04866224880894,113.25065890163727,waypoint,6,6,"{'waypoint': 5, 'turn_point': 1}",turn_point,1,turn_point
731,-1,23.050197286779817,113.41155354933485,stop_point,6,2,"{'turn_point': 1, 'waypoint': 2, 'stop_point': 3}",turn_point,1,turn_point
732,-1,23.052167472054304,113.30971256641612,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
733,-1,23.05380870285227,113.29617609349368,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
734,-1,23.05427573778326,113.26171125973946,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
735,-1,23.05420850193128,113.295760364132,waypoint,6,6,"{'waypoint': 5, 'stop_point': 1}",turn_point,1,turn_point
736,-1,23.054047305352825,113.30508967639662,waypoint,6,2,{'waypoint': 6},merge_point,1,merge_point
737,-1,23.0552443946095,113.26177042759184,waypoint,6,3,"{'waypoint': 2, 'turn_point': 2, 'stop_point': 2}",turn_point,1,turn_point
738,-1,23.055936746530868,113.26684771687002,waypoint,6,2,"{'waypoint': 3, 'turn_point': 1, 'stop_point': 2}",turn_point,1,turn_point
739,-1,23.0562702153217,113.2681656261587,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
740,-1,23.056773341200756,113.26921199300902,waypoint,6,5,"{'waypoint': 3, 'turn_point': 2, 'stop_point': 1}",turn_point,1,turn_point
741,-1,23.057375428467854,113.27518140051562,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
742,-1,23.057182269708147,113.28323461398405,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
743,-1,23.057691717372336,113.28333795216857,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
744,-1,23.058195115726352,113.26913138906441,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
745,-1,23.058721195274046,113.41571077263312,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
746,-1,23.05983535108968,113.41700043543553,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
747,-1,23.060344273868026,113.41684234312318,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
748,-1,23.060676299513375,113.26770894777918,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
749,-1,23.062704330485776,112.9726862244175,waypoint,6,3,"{'waypoint': 3, 'stop_point': 3}",turn_point,1,turn_point
750,-1,23.063721637118288,112.3987764964022,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
751,-1,23.065726172947688,112.97468386774062,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
752,-1,23.065766970098462,113.4207681383187,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
753,-1,23.067199380944032,112.97440790623413,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
754,-1,23.068326217664794,113.42378684112602,waypoint,6,6,{'waypoint': 6},merge_point,1,merge_point
755,-1,23.06922659695067,112.9736861453859,waypoint,6,6,{'waypoint': 6},turn_point,1,turn_point
756,-1,23.070027435718824,112.9733466969418,waypoint,6,2,{'waypoint': 6},turn_point,1,turn_point
