node_id,cluster_id,lat,lon,type,frequency,ship_count,type_distribution,detailed_type,node_count,final_type
0,11,22.988967122147166,113.1417587493619,waypoint,199,45,{'waypoint': 199},turn_point,6,turn_point
1,52,23.044460814209618,113.214061543619,waypoint,197,118,{'waypoint': 197},turn_point,5,turn_point
2,10,22.987051887183526,113.15858219696882,waypoint,194,71,"{'waypoint': 193, 'stop_point': 1}",merge_point,5,merge_point
3,4,23.019698634770275,113.18308432064647,waypoint,186,90,"{'waypoint': 182, 'stop_point': 4}",turn_point,5,turn_point
4,14,23.03088033408443,113.20927769950663,waypoint,185,60,{'waypoint': 185},turn_point,6,turn_point
5,28,22.982477243647946,113.08392285923878,waypoint,180,63,{'waypoint': 180},merge_point,5,merge_point
6,6,23.034957899534092,113.00448099980854,waypoint,170,65,{'waypoint': 170},turn_point,5,turn_point
7,35,23.034584730758553,113.01058852302734,waypoint,169,37,"{'waypoint': 168, 'stop_point': 1}",turn_point,5,turn_point
8,66,23.02845711551841,113.02399317125027,waypoint,167,85,"{'waypoint': 166, 'stop_point': 1}",merge_point,5,merge_point
9,287,23.013052830168494,113.16693873364925,waypoint,166,136,{'waypoint': 166},turn_point,5,turn_point
10,131,23.023055176232322,113.21514772965092,waypoint,164,115,{'waypoint': 164},turn_point,6,turn_point
11,15,23.031802953446714,113.01930259955209,waypoint,161,56,"{'waypoint': 159, 'turn_point': 1, 'stop_point': 1}",turn_point,5,turn_point
12,38,23.007571696755228,113.16048330138203,waypoint,160,30,"{'waypoint': 159, 'stop_point': 1}",turn_point,7,turn_point
13,60,23.005924521752846,113.06350792356378,waypoint,153,42,{'waypoint': 153},turn_point,6,turn_point
14,58,23.091569382431295,113.42840880399633,waypoint,153,38,"{'waypoint': 149, 'turn_point': 4}",turn_point,5,turn_point
15,73,23.016580392609775,113.2101910891016,waypoint,152,63,{'waypoint': 152},turn_point,6,turn_point
16,80,23.0330827071184,113.20849167959916,waypoint,145,67,{'waypoint': 145},merge_point,5,merge_point
17,165,23.052578944829875,113.30233985734269,waypoint,138,79,"{'waypoint': 120, 'stop_point': 8, 'turn_point': 10}",merge_point,6,merge_point
18,160,23.01639304099251,113.19030492923103,waypoint,136,111,{'waypoint': 136},turn_point,5,turn_point
19,1890,23.028384841185932,112.98883142290143,waypoint,134,127,"{'waypoint': 132, 'stop_point': 2}",merge_point,5,merge_point
20,23,23.005864803793084,113.06951596127745,waypoint,133,43,{'waypoint': 133},turn_point,6,turn_point
21,29,22.998658667821946,113.16297165988361,waypoint,132,30,{'waypoint': 132},merge_point,5,merge_point
22,34,23.015083893172527,113.20624339882205,waypoint,131,54,{'waypoint': 131},turn_point,5,turn_point
23,61,23.02029659498178,113.21394007273666,waypoint,126,57,"{'waypoint': 122, 'stop_point': 2, 'turn_point': 2}",turn_point,5,turn_point
24,229,23.051928468139458,113.32656015508051,waypoint,122,74,"{'waypoint': 119, 'turn_point': 2, 'stop_point': 1}",turn_point,6,turn_point
25,-1,23.089796543042645,113.42887928494507,turn_point,116,3,"{'turn_point': 75, 'waypoint': 1, 'stop_point': 40}",turn_point,1,turn_point
26,-1,23.095681712048084,113.42474555022213,turn_point,116,2,"{'turn_point': 76, 'stop_point': 40}",turn_point,1,turn_point
27,9,23.0047534379918,113.16016298369559,waypoint,113,11,{'waypoint': 113},turn_point,6,turn_point
28,141,23.015090563951354,113.0351115367641,waypoint,111,67,{'waypoint': 111},turn_point,5,turn_point
29,323,23.160963557450575,112.85668196489065,waypoint,110,69,{'waypoint': 110},turn_point,5,turn_point
30,108,23.036585272675538,113.40396474502587,waypoint,109,66,{'waypoint': 109},turn_point,5,turn_point
31,102,22.980346675440792,113.12898137392985,waypoint,102,26,{'waypoint': 102},merge_point,5,merge_point
32,26,22.999227159035136,113.16318306157027,waypoint,98,33,{'waypoint': 98},merge_point,5,merge_point
33,242,23.15212304623346,112.88595918861066,waypoint,97,81,{'waypoint': 97},turn_point,5,turn_point
34,207,23.05265124614247,113.3200001805154,waypoint,92,44,{'waypoint': 92},merge_point,6,merge_point
35,551,23.132045705126803,112.92244460534043,waypoint,88,63,{'waypoint': 88},turn_point,5,turn_point
36,20,23.004261849363317,113.16012074536312,waypoint,86,5,{'waypoint': 86},turn_point,5,turn_point
37,1030,23.14280730968356,112.79888866512255,waypoint,85,70,{'waypoint': 85},turn_point,5,turn_point
38,487,23.035549374752662,113.37308980996553,waypoint,83,69,{'waypoint': 83},turn_point,5,turn_point
39,337,23.033008122668637,113.39919785878185,waypoint,82,35,{'waypoint': 82},turn_point,7,turn_point
40,209,23.057878331597934,113.27980637570244,waypoint,82,47,"{'waypoint': 81, 'stop_point': 1}",turn_point,5,turn_point
41,406,23.052735116601788,113.25921117186546,waypoint,82,60,"{'waypoint': 79, 'turn_point': 1, 'stop_point': 2}",turn_point,5,turn_point
42,351,23.07908286020349,113.44149617910071,waypoint,78,62,{'waypoint': 78},turn_point,5,turn_point
43,690,23.085965434949276,112.11640476092687,waypoint,76,59,{'waypoint': 76},turn_point,5,turn_point
44,376,23.16075559924172,112.86160809500169,waypoint,72,46,{'waypoint': 72},turn_point,5,turn_point
45,233,23.076144395296637,112.97052172386375,waypoint,68,42,{'waypoint': 68},turn_point,5,turn_point
46,-1,23.10751459788328,113.61671735446498,stop_point,65,2,"{'turn_point': 10, 'stop_point': 54, 'waypoint': 1}",turn_point,1,turn_point
47,645,23.061699892413024,113.41789655525984,waypoint,64,50,{'waypoint': 64},turn_point,6,turn_point
48,353,23.079816225891516,113.44799208505195,waypoint,62,43,"{'waypoint': 61, 'stop_point': 1}",turn_point,5,turn_point
49,998,23.12128105192164,112.40323150971432,waypoint,62,44,{'waypoint': 62},turn_point,5,turn_point
50,274,23.091564374109673,112.09854934722486,waypoint,59,31,{'waypoint': 59},turn_point,5,turn_point
51,-1,22.9867366854344,113.1562392358789,waypoint,58,56,{'waypoint': 58},turn_point,1,turn_point
52,-1,23.00228520268857,113.0527843473405,waypoint,57,56,{'waypoint': 57},merge_point,1,merge_point
53,230,23.052423426716487,113.30498779054382,waypoint,56,33,"{'waypoint': 51, 'turn_point': 3, 'stop_point': 2}",turn_point,5,turn_point
54,527,23.104019337900574,112.55018471460477,waypoint,56,28,{'waypoint': 56},turn_point,5,turn_point
55,984,23.11658085065096,112.40246729713598,waypoint,55,44,{'waypoint': 55},turn_point,5,turn_point
56,-1,23.01593375518691,113.19984032062627,waypoint,54,2,{'waypoint': 54},merge_point,1,merge_point
57,177,23.01558854202656,113.20547923774342,waypoint,52,21,{'waypoint': 52},merge_point,5,merge_point
58,738,23.128542285026057,112.93000456004965,waypoint,52,42,{'waypoint': 52},turn_point,5,turn_point
59,441,23.12029448194063,112.56286473707335,waypoint,51,34,{'waypoint': 51},turn_point,5,turn_point
60,-1,23.00422430429905,113.04674258357304,waypoint,50,49,{'waypoint': 50},turn_point,1,turn_point
61,-1,22.988739096034074,113.16040847988185,waypoint,49,2,{'waypoint': 49},turn_point,1,turn_point
62,971,23.10852645722677,112.55598183177784,waypoint,48,34,{'waypoint': 48},waypoint,5,waypoint
63,914,23.079831811024775,113.44527866646867,waypoint,48,31,"{'waypoint': 47, 'stop_point': 1}",merge_point,5,merge_point
64,-1,23.044498894687784,113.2221900910138,waypoint,48,2,{'waypoint': 48},turn_point,1,turn_point
65,565,23.15267725655911,111.70389807866015,waypoint,47,35,{'waypoint': 47},turn_point,5,turn_point
66,1329,23.075205512048385,113.46998478323965,waypoint,47,31,{'waypoint': 47},turn_point,6,turn_point
67,1390,23.088704359561763,112.12904062776502,waypoint,47,33,{'waypoint': 47},waypoint,5,waypoint
68,1506,23.130054994175236,112.92703098164296,waypoint,47,40,{'waypoint': 47},turn_point,5,turn_point
69,-1,23.090150522249253,113.42879459819504,turn_point,47,4,"{'waypoint': 3, 'turn_point': 23, 'stop_point': 21}",turn_point,1,turn_point
70,162,23.033892624375476,113.20932154366812,waypoint,46,18,{'waypoint': 46},turn_point,6,turn_point
71,505,23.075978499498856,112.18981040226845,waypoint,45,26,{'waypoint': 45},waypoint,5,waypoint
72,1204,23.03202583028874,113.39739593155737,waypoint,45,33,{'waypoint': 45},turn_point,5,turn_point
73,-1,23.000716293058144,113.16280703350081,waypoint,44,43,{'waypoint': 44},turn_point,1,turn_point
74,180,23.02930161433502,112.99311157246406,waypoint,43,18,"{'waypoint': 42, 'stop_point': 1}",turn_point,5,turn_point
75,689,23.08428418339233,112.53225094721755,waypoint,43,31,{'waypoint': 43},waypoint,5,waypoint
76,1336,23.076036776062463,113.46773524768297,waypoint,43,31,{'waypoint': 43},turn_point,5,turn_point
77,-1,22.979338549907336,113.09673422194386,waypoint,43,41,{'waypoint': 43},turn_point,1,turn_point
78,409,23.060938614041376,112.52288791823179,waypoint,42,21,{'waypoint': 42},waypoint,5,waypoint
79,526,23.103149342331662,112.55117626640441,waypoint,42,23,{'waypoint': 42},turn_point,6,turn_point
80,633,23.05289889839235,113.30030668623456,waypoint,42,23,"{'waypoint': 32, 'stop_point': 5, 'turn_point': 5}",turn_point,5,turn_point
81,1065,23.163580305847322,112.77839971827898,waypoint,42,32,"{'waypoint': 41, 'stop_point': 1}",turn_point,5,turn_point
82,781,23.170617863487468,112.29435844525246,waypoint,42,33,{'waypoint': 42},waypoint,5,waypoint
83,-1,23.00274520481775,113.04979906185493,waypoint,42,41,{'waypoint': 42},turn_point,1,turn_point
84,-1,23.107773580140027,113.61800297640875,stop_point,42,1,"{'turn_point': 6, 'stop_point': 34, 'waypoint': 2}",turn_point,1,turn_point
85,396,23.018584225547468,113.21233146394344,waypoint,41,18,{'waypoint': 41},turn_point,6,turn_point
86,884,23.063571502762773,113.41887244499699,waypoint,41,27,{'waypoint': 41},turn_point,5,turn_point
87,660,23.07077816111467,113.4785239387162,waypoint,41,26,"{'waypoint': 40, 'stop_point': 1}",turn_point,5,turn_point
88,-1,22.98894020093085,113.14768511364858,waypoint,41,2,{'waypoint': 41},turn_point,1,turn_point
89,-1,23.04272078395157,113.21287230256954,waypoint,41,2,{'waypoint': 41},turn_point,1,turn_point
90,343,23.044637615663586,113.21604499273346,waypoint,40,13,"{'waypoint': 39, 'stop_point': 1}",merge_point,5,merge_point
91,1433,23.102337751735245,112.95468297277826,waypoint,40,33,{'waypoint': 40},turn_point,5,turn_point
92,-1,23.019242340582807,113.17821402778148,waypoint,40,39,{'waypoint': 40},turn_point,1,turn_point
93,120,23.00518327969423,113.06994819693232,waypoint,39,10,{'waypoint': 39},turn_point,5,turn_point
94,1405,23.09228114190114,111.98306686499137,waypoint,39,31,{'waypoint': 39},waypoint,5,waypoint
95,-1,23.028326661661747,112.99079000201037,waypoint,39,39,{'waypoint': 39},turn_point,1,turn_point
96,140,23.0066542876734,113.16016667153288,waypoint,38,5,{'waypoint': 38},turn_point,5,turn_point
97,202,23.019446829291283,113.21314371979241,waypoint,38,11,"{'waypoint': 36, 'stop_point': 1, 'turn_point': 1}",turn_point,5,turn_point
98,1277,23.05712608253366,112.401140723845,waypoint,38,30,{'waypoint': 38},waypoint,7,waypoint
99,-1,22.989239387506196,113.16019818524774,waypoint,38,37,{'waypoint': 38},turn_point,1,turn_point
100,-1,23.044282060712593,113.22174926240653,waypoint,38,38,{'waypoint': 38},turn_point,1,turn_point
101,778,23.167965859775524,112.33191092376305,waypoint,37,23,{'waypoint': 37},waypoint,5,waypoint
102,2312,23.10581369686956,113.60498742105759,waypoint,37,34,"{'waypoint': 33, 'turn_point': 4}",turn_point,5,turn_point
103,-1,22.980714364923823,113.08726786042502,waypoint,37,37,{'waypoint': 37},turn_point,1,turn_point
104,-1,23.033270448799378,112.99776862498156,waypoint,37,35,"{'waypoint': 36, 'stop_point': 1}",turn_point,1,turn_point
105,765,23.154599518138138,111.72250866459278,waypoint,36,15,{'waypoint': 36},waypoint,5,waypoint
106,948,23.09258157509934,112.10245871521352,waypoint,36,23,{'waypoint': 36},waypoint,5,waypoint
107,1419,23.09593395058773,111.9793474405566,waypoint,36,25,{'waypoint': 36},turn_point,5,turn_point
108,-1,23.02972383666818,112.98476493147884,waypoint,36,36,{'waypoint': 36},merge_point,1,merge_point
109,-1,23.033307594041563,112.99823237564188,waypoint,36,35,{'waypoint': 36},turn_point,1,turn_point
110,955,23.099558607211552,111.97712030687927,waypoint,35,21,{'waypoint': 35},turn_point,5,turn_point
111,-1,23.026295994472193,113.21379393835264,waypoint,35,35,{'waypoint': 35},turn_point,1,turn_point
112,864,23.052542185362913,112.40521039172914,waypoint,34,21,{'waypoint': 34},waypoint,5,waypoint
113,1004,23.124795527679932,112.40056587988387,waypoint,34,27,{'waypoint': 34},turn_point,5,turn_point
114,2607,23.162578091784443,112.77640604603295,waypoint,34,28,{'waypoint': 34},waypoint,5,waypoint
115,-1,22.979480427792524,113.09629964650267,waypoint,34,2,{'waypoint': 34},turn_point,1,turn_point
116,-1,23.042273042955657,113.2126831501321,waypoint,34,31,{'waypoint': 34},turn_point,1,turn_point
117,500,23.05273599699394,113.31897909912232,waypoint,33,15,"{'waypoint': 32, 'turn_point': 1}",turn_point,5,turn_point
118,671,23.07517377558156,112.97114148874302,waypoint,33,17,{'waypoint': 33},turn_point,5,turn_point
119,451,23.151988328020373,112.88701254938293,waypoint,32,19,{'waypoint': 32},turn_point,5,turn_point
120,-1,22.97934044450566,113.09720355951373,waypoint,32,31,{'waypoint': 32},turn_point,1,turn_point
121,-1,22.989198963271477,113.14672078101897,waypoint,32,32,{'waypoint': 32},turn_point,1,turn_point
122,-1,23.015659431462147,113.19275101811324,waypoint,32,32,{'waypoint': 32},turn_point,1,turn_point
123,-1,23.015970922052386,113.2002032468514,waypoint,32,2,{'waypoint': 32},merge_point,1,merge_point
124,977,23.10960641857617,112.21918707866479,waypoint,31,21,{'waypoint': 31},waypoint,5,waypoint
125,-1,22.98516577036835,113.13429045618766,waypoint,31,30,{'waypoint': 31},turn_point,1,turn_point
126,-1,23.002266296169424,113.07280617146972,waypoint,31,29,{'waypoint': 31},turn_point,1,turn_point
127,-1,23.00271410441517,113.05276508204605,waypoint,31,31,{'waypoint': 31},merge_point,1,merge_point
128,-1,23.045983398418798,113.22928676494905,waypoint,31,2,{'waypoint': 31},turn_point,1,turn_point
129,-1,23.045998421510063,113.23027451257269,waypoint,31,2,{'waypoint': 31},turn_point,1,turn_point
130,743,23.13450789066837,112.37477070280315,waypoint,30,17,{'waypoint': 30},waypoint,5,waypoint
131,421,23.08261865226916,112.02349249705047,waypoint,28,16,{'waypoint': 28},waypoint,5,waypoint
132,1220,23.039313262138947,113.51194811813235,waypoint,28,21,"{'waypoint': 27, 'turn_point': 1}",merge_point,5,merge_point
133,-1,22.980727964444025,113.0877082493871,waypoint,28,27,{'waypoint': 28},turn_point,1,turn_point
134,-1,23.001721275012567,113.0732308805316,waypoint,28,27,{'waypoint': 28},turn_point,1,turn_point
135,-1,23.00231919236233,113.05317693544247,waypoint,28,28,{'waypoint': 28},turn_point,1,turn_point
136,-1,23.006329608983524,113.0672274991047,waypoint,28,26,{'waypoint': 28},merge_point,1,merge_point
137,-1,23.02926068605197,112.98521884077192,waypoint,28,28,{'waypoint': 28},turn_point,1,turn_point
138,-1,23.04598963641092,113.2297630167941,waypoint,28,2,"{'waypoint': 27, 'stop_point': 1}",turn_point,1,turn_point
139,632,23.052750265384876,113.25831223675067,waypoint,27,13,{'waypoint': 27},turn_point,5,turn_point
140,1462,23.111222851904227,113.31706019190109,waypoint,27,16,"{'waypoint': 26, 'stop_point': 1}",turn_point,5,turn_point
141,-1,22.978752003858116,113.12677611867794,waypoint,27,26,{'waypoint': 27},turn_point,1,turn_point
142,-1,22.979629609718817,113.09718456731461,waypoint,27,26,{'waypoint': 27},turn_point,1,turn_point
143,-1,22.989016246767555,113.1472724656189,waypoint,27,2,{'waypoint': 27},turn_point,1,turn_point
144,-1,23.01621139378798,113.1886309587352,waypoint,27,2,{'waypoint': 27},turn_point,1,turn_point
145,-1,23.043196789561776,113.21266785740507,waypoint,27,27,{'waypoint': 27},turn_point,1,turn_point
146,-1,23.147766836194567,112.81021509874175,waypoint,27,27,{'waypoint': 27},turn_point,1,turn_point
147,714,23.10684927136633,113.62450141041147,stop_point,26,13,"{'waypoint': 5, 'turn_point': 6, 'stop_point': 15}",turn_point,5,turn_point
148,-1,22.980333681938866,113.08770133381934,waypoint,26,26,{'waypoint': 26},turn_point,1,turn_point
149,-1,23.002640973060643,113.07290884439843,waypoint,26,2,{'waypoint': 26},turn_point,1,turn_point
150,-1,23.039674684594964,113.34877111496168,waypoint,26,26,{'waypoint': 26},turn_point,1,turn_point
151,-1,23.046693769643408,113.24624707083257,waypoint,26,25,{'waypoint': 26},turn_point,1,turn_point
152,-1,23.147303951388377,112.810791582816,waypoint,26,26,{'waypoint': 26},turn_point,1,turn_point
153,-1,23.16102685578207,112.86325335126676,waypoint,26,2,{'waypoint': 26},turn_point,1,turn_point
154,762,23.148361580715143,113.21427914657495,waypoint,25,15,{'waypoint': 25},turn_point,5,turn_point
155,981,23.113751337831623,112.22411199645225,waypoint,25,19,{'waypoint': 25},waypoint,5,waypoint
156,5423,23.233780039808995,111.53352661769439,waypoint,25,23,"{'waypoint': 23, 'turn_point': 1, 'stop_point': 1}",turn_point,5,turn_point
157,-1,22.99021461533817,113.07825067968966,waypoint,25,24,{'waypoint': 25},turn_point,1,turn_point
158,-1,23.028746234505725,112.99079973947909,waypoint,25,25,{'waypoint': 25},turn_point,1,turn_point
159,-1,22.98630917008265,113.15670963446576,waypoint,24,24,{'waypoint': 24},merge_point,1,merge_point
160,-1,22.98671890417553,113.1566236600499,waypoint,24,24,{'waypoint': 24},merge_point,1,merge_point
161,-1,22.988348705349196,113.16022613697879,waypoint,24,23,{'waypoint': 24},turn_point,1,turn_point
162,-1,23.013833369010325,113.03626667918856,waypoint,24,24,{'waypoint': 24},turn_point,1,turn_point
163,-1,23.039753657307443,113.34927391735839,waypoint,24,24,{'waypoint': 24},turn_point,1,turn_point
164,-1,23.0482313796214,113.25025016617535,waypoint,24,24,{'waypoint': 24},turn_point,1,turn_point
165,-1,22.979648450707206,113.09677524908876,waypoint,23,23,{'waypoint': 23},turn_point,1,turn_point
166,-1,22.986810693129247,113.1558505469623,waypoint,23,22,{'waypoint': 23},turn_point,1,turn_point
167,-1,23.01530822869531,113.19175868451318,waypoint,23,23,{'waypoint': 23},turn_point,1,turn_point
168,-1,23.026222605655356,113.21418126613267,waypoint,23,22,{'waypoint': 23},turn_point,1,turn_point
169,-1,23.046796644097814,113.24673809697592,waypoint,23,23,{'waypoint': 23},turn_point,1,turn_point
170,-1,23.04785310562728,113.25019805011338,waypoint,23,23,{'waypoint': 23},turn_point,1,turn_point
171,-1,23.09540620901042,113.42489149022897,turn_point,23,2,"{'turn_point': 15, 'stop_point': 8}",turn_point,1,turn_point
172,-1,22.98579285733584,113.1351794775814,waypoint,22,20,{'waypoint': 22},turn_point,1,turn_point
173,-1,22.986389170256167,113.15629864446959,waypoint,22,21,{'waypoint': 22},turn_point,1,turn_point
174,-1,22.989156598804446,113.14625501622403,waypoint,22,22,{'waypoint': 22},turn_point,1,turn_point
175,-1,23.00264629357184,113.05319981049784,waypoint,22,21,{'waypoint': 22},turn_point,1,turn_point
176,-1,23.004297260227933,113.04633085856563,waypoint,22,22,{'waypoint': 22},turn_point,1,turn_point
177,-1,23.044626454464574,113.22174596254922,waypoint,22,22,{'waypoint': 22},turn_point,1,turn_point
178,-1,23.116983012386818,113.26567552524354,stop_point,22,1,"{'stop_point': 11, 'waypoint': 5, 'turn_point': 6}",turn_point,1,turn_point
179,-1,23.159670626604157,112.86724176451635,waypoint,22,21,{'waypoint': 22},turn_point,1,turn_point
180,2548,23.149134965646848,111.73350612324057,waypoint,21,14,{'waypoint': 21},waypoint,5,waypoint
181,1673,23.215778694271744,113.18563848111728,waypoint,21,15,{'waypoint': 21},turn_point,5,turn_point
182,2829,23.273539632149248,112.851782187315,waypoint,21,15,"{'waypoint': 19, 'stop_point': 2}",turn_point,5,turn_point
183,-1,22.988767466289946,113.15993682836746,waypoint,21,21,{'waypoint': 21},turn_point,1,turn_point
184,-1,22.98927811891513,113.15988112536124,waypoint,21,21,{'waypoint': 21},turn_point,1,turn_point
185,-1,23.004677637364473,113.04625129056917,waypoint,21,20,{'waypoint': 21},turn_point,1,turn_point
186,-1,23.033603824027313,112.99830394820715,waypoint,21,19,{'waypoint': 21},turn_point,1,turn_point
187,-1,23.046004389201737,113.23071479973026,waypoint,21,2,{'waypoint': 21},turn_point,1,turn_point
188,-1,23.147923499003447,112.80974942022769,waypoint,21,2,{'waypoint': 21},turn_point,1,turn_point
189,856,23.048167480052786,112.50037685444154,waypoint,20,10,{'waypoint': 20},waypoint,5,waypoint
190,4920,23.155565750345136,112.28288804743771,waypoint,20,18,{'waypoint': 20},turn_point,5,turn_point
191,-1,22.976279326049383,113.10374253176678,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
192,-1,22.97876450908346,113.1257833370505,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
193,-1,22.978757245722715,113.12627651079754,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
194,-1,23.003899220944938,113.04678656040919,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
195,-1,23.00623562675034,113.06683085653756,waypoint,20,20,{'waypoint': 20},merge_point,1,merge_point
196,-1,23.014132562139434,113.03622532816883,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
197,-1,23.01536482179714,113.19273301904154,waypoint,20,20,{'waypoint': 20},merge_point,1,merge_point
198,-1,23.028280383475064,112.98730346082546,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
199,-1,23.028755455899706,112.99127005458072,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
200,-1,23.02974765704852,112.9852293278248,waypoint,20,20,{'waypoint': 20},merge_point,1,merge_point
201,-1,23.030288249660146,113.38774096560765,waypoint,20,19,{'waypoint': 20},turn_point,1,turn_point
202,-1,23.047137274010456,113.24682835391971,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
203,-1,23.149229683427766,112.81271636236109,waypoint,20,20,{'waypoint': 20},turn_point,1,turn_point
204,4662,23.132949649588237,111.94585766200119,waypoint,19,16,{'waypoint': 19},turn_point,5,turn_point
205,-1,22.978316111470043,113.12670144115036,waypoint,19,19,{'waypoint': 19},turn_point,1,turn_point
206,-1,22.9872008958388,113.15576459329242,waypoint,19,19,{'waypoint': 19},turn_point,1,turn_point
207,-1,23.001315730171218,113.07327267226118,waypoint,19,19,{'waypoint': 19},turn_point,1,turn_point
208,-1,23.00258237547921,113.05014594965225,waypoint,19,2,{'waypoint': 19},turn_point,1,turn_point
209,-1,23.01526532761354,113.19218509639953,waypoint,19,18,{'waypoint': 19},turn_point,1,turn_point
210,-1,23.01969068758493,113.17872241932055,waypoint,19,19,{'waypoint': 19},turn_point,1,turn_point
211,-1,23.046705230477507,113.2457554443354,waypoint,19,19,{'waypoint': 19},turn_point,1,turn_point
212,-1,22.985317540419196,113.13473701702685,waypoint,18,18,{'waypoint': 18},turn_point,1,turn_point
213,-1,22.986148745198403,113.13560029847416,waypoint,18,2,{'waypoint': 18},turn_point,1,turn_point
214,-1,22.98980850744542,113.07829310296802,waypoint,18,18,{'waypoint': 18},turn_point,1,turn_point
215,-1,23.019184783682643,113.17782325056947,waypoint,18,18,{'waypoint': 18},turn_point,1,turn_point
216,-1,23.028274544145013,112.99113508021304,waypoint,18,18,{'waypoint': 18},turn_point,1,turn_point
217,-1,23.057295687224318,113.27423827213416,waypoint,18,18,{'waypoint': 18},turn_point,1,turn_point
218,-1,23.16077998997966,112.8552253020869,waypoint,18,18,{'waypoint': 18},turn_point,1,turn_point
219,2550,23.148951368792066,111.7383873819544,waypoint,17,13,"{'waypoint': 15, 'turn_point': 2}",waypoint,5,waypoint
220,-1,22.97677730506369,113.10273424823492,waypoint,17,16,{'waypoint': 17},turn_point,1,turn_point
221,-1,22.980351121315195,113.08728964286391,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
222,-1,22.986813677063473,113.13688859013695,waypoint,17,2,{'waypoint': 17},turn_point,1,turn_point
223,-1,23.012239195280745,113.16535746851207,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
224,-1,23.028729811571115,112.98732262191149,waypoint,17,16,{'waypoint': 17},turn_point,1,turn_point
225,-1,23.03021691974846,113.38724503716999,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
226,-1,23.032176697314007,112.98273524887587,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
227,-1,23.036211276588933,113.35927626291685,waypoint,17,16,{'waypoint': 17},turn_point,1,turn_point
228,-1,23.037240713827227,112.98125984224068,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
229,-1,23.042804897967528,113.21238687404527,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
230,-1,23.046119048071716,113.2312463257357,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
231,-1,23.046356768880493,113.24616205406025,waypoint,17,16,{'waypoint': 17},turn_point,1,turn_point
232,-1,23.046303834998195,113.34025095427684,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
233,-1,23.047276607615256,113.41126265168153,waypoint,17,17,{'waypoint': 17},turn_point,1,turn_point
234,-1,23.0576022987225,113.27376541843591,waypoint,17,16,{'waypoint': 17},turn_point,1,turn_point
235,-1,23.15471440041836,112.81577975629837,waypoint,17,17,{'waypoint': 17},merge_point,1,merge_point
236,1810,22.956230286827594,113.49988474160969,waypoint,16,11,"{'waypoint': 13, 'stop_point': 1, 'turn_point': 2}",turn_point,6,turn_point
237,2062,23.065367049930067,113.48145914394395,turn_point,16,9,"{'turn_point': 8, 'stop_point': 3, 'waypoint': 5}",turn_point,5,turn_point
238,-1,22.976266281278455,113.10327512288933,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
239,-1,22.976733116907823,113.10217909231346,waypoint,16,14,{'waypoint': 16},turn_point,1,turn_point
240,-1,22.98884276721034,113.14674832585456,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
241,-1,23.025885776847694,113.2145751830281,waypoint,16,2,{'waypoint': 16},turn_point,1,turn_point
242,-1,23.032205127176326,112.98320437197879,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
243,-1,23.033271765986044,112.9973294011476,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
244,-1,23.036007568876837,113.35843312975946,waypoint,16,3,{'waypoint': 16},turn_point,1,turn_point
245,-1,23.036795913457887,112.9814500463744,waypoint,16,2,{'waypoint': 16},turn_point,1,turn_point
246,-1,23.03728031303048,113.35374775720064,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
247,-1,23.038731078530198,113.2110668207279,waypoint,16,2,{'waypoint': 16},turn_point,1,turn_point
248,-1,23.05374502534041,113.26075789429223,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
249,-1,23.05376318758988,113.26123109390481,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
250,-1,23.05773751090273,113.27419814902007,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
251,-1,23.113844744376024,113.25655635507539,stop_point,16,1,"{'turn_point': 6, 'stop_point': 8, 'waypoint': 2}",turn_point,1,turn_point
252,-1,23.148870100696588,112.81250672498928,waypoint,16,1,{'waypoint': 16},turn_point,1,turn_point
253,-1,23.157271472430466,112.83932498937034,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
254,-1,23.160170512868387,112.86719908908252,waypoint,16,16,{'waypoint': 16},turn_point,1,turn_point
255,1663,23.187744332891057,113.20928219888833,waypoint,15,10,{'waypoint': 15},turn_point,5,turn_point
