from_node,to_node,sequence,lat,lon
4,33,40,23.07913666200364,113.43910873967327
4,33,41,23.07917079580189,113.43925195932088
4,33,42,23.07929160840768,113.43923835682055
4,33,43,23.079072245740893,113.43925497274051
4,33,44,23.078967379599693,113.4392453531402
4,33,45,23.07885625960324,113.43906147075764
4,33,46,23.078453512739312,113.43902050724743
4,33,47,23.07812876476184,113.43863338337864
4,33,48,23.07796076021008,113.43916217114077
4,33,49,23.07821395732765,113.43993827150489
4,33,50,23.0783481326059,113.44003229227096
4,33,51,23.07833516224374,113.44013534394304
4,33,52,23.078448883270536,113.44016981762168
4,33,53,23.078583810271198,113.44015724005656
4,33,54,23.078573651478973,113.44005638714526
4,33,55,23.078829247948114,113.44002012164208
4,33,56,23.078931934323105,113.43998925020676
4,33,57,23.07890919453608,113.43988343434282
4,33,58,23.078871824011934,113.43978593533356
4,33,59,23.07920403162877,113.44009518096908
4,33,60,23.07874028134413,113.44026095472393
4,33,61,23.07869534091978,113.4403655982494
4,33,62,23.07862526905016,113.44044038291122
4,33,63,23.078490471810618,113.44034945214987
4,33,64,23.078622537285497,113.44027081419512
4,33,65,23.07851490085505,113.44081133731795
4,33,66,23.07789607584145,113.44095993797842
4,33,67,23.07670321303556,113.439443113656
4,33,68,23.077803823278558,113.4376846126239
4,33,69,23.079323263749192,113.43884238288426
4,33,70,23.079687835076005,113.43928465438827
4,33,71,23.079554940944668,113.43953110022568
4,33,72,23.080047914534344,113.439411414133
4,33,73,23.080233141170652,113.43949240694394
