node_id,lat,lon,type,frequency,ship_count,type_distribution,detailed_type
0,23.089796543042645,113.42887928494507,turn_point,116,3,"{'turn_point': 75, 'waypoint': 1, 'stop_point': 40}",turn_point
1,23.095681712048084,113.42474555022213,turn_point,116,2,"{'turn_point': 76, 'stop_point': 40}",turn_point
2,23.10751459788328,113.61671735446498,stop_point,65,2,"{'turn_point': 10, 'stop_point': 54, 'waypoint': 1}",turn_point
3,22.9867366854344,113.1562392358789,waypoint,58,56,{'waypoint': 58},turn_point
4,23.019777764172744,113.18322258845642,waypoint,58,56,{'waypoint': 58},turn_point
5,23.00228520268857,113.0527843473405,waypoint,57,56,{'waypoint': 57},merge_point
6,23.034984616081424,113.004234141562,waypoint,57,2,{'waypoint': 57},turn_point
7,23.01593375518691,113.19984032062627,waypoint,54,2,{'waypoint': 54},merge_point
8,23.034481309568022,113.0112404193454,waypoint,53,2,"{'waypoint': 52, 'stop_point': 1}",turn_point
9,23.00469022733279,113.16022651673694,waypoint,52,48,{'waypoint': 52},turn_point
10,22.987231888153097,113.15871069484629,waypoint,50,48,{'waypoint': 50},merge_point
11,22.988832943940615,113.14174311746574,waypoint,50,46,{'waypoint': 50},turn_point
12,23.00422430429905,113.04674258357304,waypoint,50,49,{'waypoint': 50},turn_point
13,22.988739096034074,113.16040847988185,waypoint,49,2,{'waypoint': 49},turn_point
14,23.030747664464922,113.20924774137826,waypoint,48,46,{'waypoint': 48},turn_point
15,23.03177393887565,113.01925779300764,waypoint,48,44,{'waypoint': 48},turn_point
16,23.044498894687784,113.2221900910138,waypoint,48,2,{'waypoint': 48},turn_point
17,23.090150522249253,113.42879459819504,turn_point,47,4,"{'waypoint': 3, 'turn_point': 23, 'stop_point': 21}",turn_point
18,23.01626450493949,113.1892962560463,waypoint,46,45,{'waypoint': 46},turn_point
19,23.000716293058144,113.16280703350081,waypoint,44,43,{'waypoint': 44},turn_point
20,23.00432091056267,113.16019975287604,waypoint,44,43,{'waypoint': 44},turn_point
21,22.979338549907336,113.09673422194386,waypoint,43,41,{'waypoint': 43},turn_point
22,23.00274520481775,113.04979906185493,waypoint,42,41,{'waypoint': 42},turn_point
23,23.00574330751056,113.06969593395937,waypoint,42,40,{'waypoint': 42},turn_point
24,23.107773580140027,113.61800297640875,stop_point,42,1,"{'turn_point': 6, 'stop_point': 34, 'waypoint': 2}",turn_point
25,22.98894020093085,113.14768511364858,waypoint,41,2,{'waypoint': 41},turn_point
26,22.989119319214417,113.14179318425296,waypoint,41,40,{'waypoint': 41},turn_point
27,22.999169867213134,113.16327088463323,waypoint,41,39,{'waypoint': 41},merge_point
28,23.04272078395157,113.21287230256954,waypoint,41,2,{'waypoint': 41},turn_point
29,22.982703938258926,113.08376140475157,waypoint,40,38,{'waypoint': 40},merge_point
30,22.99874813851792,113.16278113510687,waypoint,40,40,{'waypoint': 40},merge_point
31,23.019242340582807,113.17821402778148,waypoint,40,39,{'waypoint': 40},turn_point
32,23.028246974151592,112.98771420465826,waypoint,40,38,{'waypoint': 40},turn_point
33,22.998819376425818,113.16323868700172,waypoint,39,38,{'waypoint': 39},merge_point
34,23.028326661661747,112.99079000201037,waypoint,39,39,{'waypoint': 39},turn_point
35,22.986787418727033,113.15873290851644,waypoint,38,37,{'waypoint': 38},turn_point
36,22.989239387506196,113.16019818524774,waypoint,38,37,{'waypoint': 38},turn_point
37,23.01525179832167,113.20622934373715,waypoint,38,38,{'waypoint': 38},turn_point
38,23.034677276065132,113.01073425283113,waypoint,38,38,{'waypoint': 38},turn_point
39,23.044282060712593,113.22174926240653,waypoint,38,38,{'waypoint': 38},turn_point
40,23.092252282101352,113.42819761123691,waypoint,38,2,{'waypoint': 38},turn_point
41,22.980714364923823,113.08726786042502,waypoint,37,37,{'waypoint': 37},turn_point
42,23.00768496886145,113.16027926915676,waypoint,37,36,{'waypoint': 37},turn_point
43,23.007723520039733,113.16072549048619,waypoint,37,37,{'waypoint': 37},turn_point
44,23.01271183003298,113.16621484456431,waypoint,37,37,{'waypoint': 37},turn_point
45,23.033270448799378,112.99776862498156,waypoint,37,35,"{'waypoint': 36, 'stop_point': 1}",turn_point
46,23.01233693439712,113.16572078326546,waypoint,36,36,{'waypoint': 36},turn_point
47,23.02972383666818,112.98476493147884,waypoint,36,36,{'waypoint': 36},merge_point
48,23.033307594041563,112.99823237564188,waypoint,36,35,{'waypoint': 36},turn_point
49,23.026295994472193,113.21379393835264,waypoint,35,35,{'waypoint': 35},turn_point
50,22.979480427792524,113.09629964650267,waypoint,34,2,{'waypoint': 34},turn_point
51,23.042273042955657,113.2126831501321,waypoint,34,31,{'waypoint': 34},turn_point
52,23.015224654619523,113.20577588031267,waypoint,33,32,{'waypoint': 33},merge_point
53,22.97934044450566,113.09720355951373,waypoint,32,31,{'waypoint': 32},turn_point
54,22.982303247015302,113.08379094008558,waypoint,32,31,{'waypoint': 32},merge_point
55,22.989198963271477,113.14672078101897,waypoint,32,32,{'waypoint': 32},turn_point
56,23.015659431462147,113.19275101811324,waypoint,32,32,{'waypoint': 32},turn_point
57,23.015970922052386,113.2002032468514,waypoint,32,2,{'waypoint': 32},merge_point
58,23.020179081449854,113.18324347994411,waypoint,32,32,{'waypoint': 32},turn_point
59,23.04430680026551,113.21423938439406,waypoint,32,30,{'waypoint': 32},turn_point
60,22.98516577036835,113.13429045618766,waypoint,31,30,{'waypoint': 31},turn_point
61,22.98914555767377,113.14216770576607,waypoint,31,31,{'waypoint': 31},turn_point
62,23.002266296169424,113.07280617146972,waypoint,31,29,{'waypoint': 31},turn_point
63,23.00271410441517,113.05276508204605,waypoint,31,31,{'waypoint': 31},merge_point
64,23.004684496890043,113.15988382394798,waypoint,31,31,{'waypoint': 31},turn_point
65,23.031749073100432,113.01972456016368,waypoint,31,31,{'waypoint': 31},turn_point
66,23.045983398418798,113.22928676494905,waypoint,31,2,{'waypoint': 31},turn_point
67,23.045998421510063,113.23027451257269,waypoint,31,2,{'waypoint': 31},turn_point
68,23.091780918084304,113.42827035408915,waypoint,31,2,{'waypoint': 31},turn_point
69,22.979817538783912,113.12896602714889,waypoint,30,2,{'waypoint': 30},merge_point
70,23.005794674233936,113.06326575978053,waypoint,29,27,{'waypoint': 29},turn_point
71,23.020230997907092,113.2137726487537,waypoint,29,29,"{'waypoint': 28, 'stop_point': 1}",turn_point
72,22.980727964444025,113.0877082493871,waypoint,28,27,{'waypoint': 28},turn_point
73,22.982268296332734,113.08422372080534,waypoint,28,28,{'waypoint': 28},turn_point
74,23.001721275012567,113.0732308805316,waypoint,28,27,{'waypoint': 28},turn_point
75,23.00231919236233,113.05317693544247,waypoint,28,28,{'waypoint': 28},turn_point
76,23.006329608983524,113.0672274991047,waypoint,28,26,{'waypoint': 28},merge_point
77,23.028743460257527,113.02380553426075,waypoint,28,28,{'waypoint': 28},merge_point
78,23.02926068605197,112.98521884077192,waypoint,28,28,{'waypoint': 28},turn_point
79,23.03367618368347,113.20873250062245,waypoint,28,28,{'waypoint': 28},turn_point
80,23.04598963641092,113.2297630167941,waypoint,28,2,"{'waypoint': 27, 'stop_point': 1}",turn_point
81,22.978752003858116,113.12677611867794,waypoint,27,26,{'waypoint': 27},turn_point
82,22.979629609718817,113.09718456731461,waypoint,27,26,{'waypoint': 27},turn_point
83,22.989016246767555,113.1472724656189,waypoint,27,2,{'waypoint': 27},turn_point
84,23.006107772193197,113.06367326654332,waypoint,27,27,{'waypoint': 27},turn_point
85,23.00729916452319,113.16028424294001,waypoint,27,27,{'waypoint': 27},turn_point
86,23.012645985988897,113.16578166160113,waypoint,27,26,{'waypoint': 27},turn_point
87,23.014302326156947,113.03580738921094,waypoint,27,27,{'waypoint': 27},turn_point
88,23.01621139378798,113.1886309587352,waypoint,27,2,{'waypoint': 27},turn_point
89,23.028254520084342,113.02423669711192,waypoint,27,27,{'waypoint': 27},turn_point
90,23.043196789561776,113.21266785740507,waypoint,27,27,{'waypoint': 27},turn_point
91,23.147766836194567,112.81021509874175,waypoint,27,27,{'waypoint': 27},turn_point
92,22.980333681938866,113.08770133381934,waypoint,26,26,{'waypoint': 26},turn_point
93,23.002640973060643,113.07290884439843,waypoint,26,2,{'waypoint': 26},turn_point
94,23.016746809668916,113.21028591940059,waypoint,26,26,{'waypoint': 26},turn_point
95,23.019734262216254,113.1828099093165,waypoint,26,26,"{'waypoint': 25, 'stop_point': 1}",turn_point
96,23.039674684594964,113.34877111496168,waypoint,26,26,{'waypoint': 26},turn_point
97,23.046693769643408,113.24624707083257,waypoint,26,25,{'waypoint': 26},turn_point
98,23.147303951388377,112.810791582816,waypoint,26,26,{'waypoint': 26},turn_point
99,23.16102685578207,112.86325335126676,waypoint,26,2,{'waypoint': 26},turn_point
100,22.99021461533817,113.07825067968966,waypoint,25,24,{'waypoint': 25},turn_point
101,23.004287733779478,113.15983228736863,waypoint,25,24,{'waypoint': 25},turn_point
102,23.00584256831454,113.06373766895257,waypoint,25,24,{'waypoint': 25},turn_point
103,23.006062724998504,113.06423613817705,waypoint,25,2,{'waypoint': 25},turn_point
104,23.005768111550168,113.06935127094368,waypoint,25,22,{'waypoint': 25},turn_point
105,23.028746234505725,112.99079973947909,waypoint,25,25,{'waypoint': 25},turn_point
106,23.03330374070247,113.20827993166631,waypoint,25,24,{'waypoint': 25},merge_point
107,23.035129292725227,113.00475323687509,waypoint,25,25,{'waypoint': 25},turn_point
108,22.98630917008265,113.15670963446576,waypoint,24,24,{'waypoint': 24},merge_point
109,22.98671890417553,113.1566236600499,waypoint,24,24,{'waypoint': 24},merge_point
110,22.987220009562368,113.15827682101849,waypoint,24,24,{'waypoint': 24},turn_point
111,22.988348705349196,113.16022613697879,waypoint,24,23,{'waypoint': 24},turn_point
112,23.00732025205534,113.16064553031713,waypoint,24,24,{'waypoint': 24},turn_point
113,23.013833369010325,113.03626667918856,waypoint,24,24,{'waypoint': 24},turn_point
114,23.01623308487231,113.1896903963319,waypoint,24,24,{'waypoint': 24},turn_point
115,23.030700303363375,113.20967163589792,waypoint,24,24,{'waypoint': 24},turn_point
116,23.039753657307443,113.34927391735839,waypoint,24,24,{'waypoint': 24},turn_point
117,23.0482313796214,113.25025016617535,waypoint,24,24,{'waypoint': 24},turn_point
118,23.063807717908134,112.52328254028298,waypoint,24,24,{'waypoint': 24},waypoint
119,22.979648450707206,113.09677524908876,waypoint,23,23,{'waypoint': 23},turn_point
120,22.986810693129247,113.1558505469623,waypoint,23,22,{'waypoint': 23},turn_point
121,22.988804495765798,113.14132278122658,waypoint,23,23,{'waypoint': 23},turn_point
122,22.98884302773831,113.14221376431244,waypoint,23,21,{'waypoint': 23},turn_point
123,22.99825243217727,113.16278609205833,waypoint,23,22,{'waypoint': 23},turn_point
124,23.01530822869531,113.19175868451318,waypoint,23,23,{'waypoint': 23},turn_point
125,23.026222605655356,113.21418126613267,waypoint,23,22,{'waypoint': 23},turn_point
126,23.028347062643487,113.0237900216058,waypoint,23,23,{'waypoint': 23},turn_point
127,23.033270595847434,113.2087315070042,waypoint,23,23,{'waypoint': 23},merge_point
128,23.046796644097814,113.24673809697592,waypoint,23,23,{'waypoint': 23},turn_point
129,23.04785310562728,113.25019805011338,waypoint,23,23,{'waypoint': 23},turn_point
130,23.09540620901042,113.42489149022897,turn_point,23,2,"{'turn_point': 15, 'stop_point': 8}",turn_point
131,22.98579285733584,113.1351794775814,waypoint,22,20,{'waypoint': 22},turn_point
132,22.986389170256167,113.15629864446959,waypoint,22,21,{'waypoint': 22},turn_point
133,22.989156598804446,113.14625501622403,waypoint,22,22,{'waypoint': 22},turn_point
134,23.00264629357184,113.05319981049784,waypoint,22,21,{'waypoint': 22},turn_point
135,23.004297260227933,113.04633085856563,waypoint,22,22,{'waypoint': 22},turn_point
136,23.024194417089248,113.21483623981705,waypoint,22,22,{'waypoint': 22},turn_point
137,23.03485166977055,113.00475187892012,waypoint,22,21,{'waypoint': 22},turn_point
138,23.044626454464574,113.22174596254922,waypoint,22,22,{'waypoint': 22},turn_point
139,23.116983012386818,113.26567552524354,stop_point,22,1,"{'stop_point': 11, 'waypoint': 5, 'turn_point': 6}",turn_point
140,23.152772420670356,112.88580204669992,waypoint,22,22,{'waypoint': 22},turn_point
141,23.159670626604157,112.86724176451635,waypoint,22,21,{'waypoint': 22},turn_point
142,22.988767466289946,113.15993682836746,waypoint,21,21,{'waypoint': 21},turn_point
143,22.98927811891513,113.15988112536124,waypoint,21,21,{'waypoint': 21},turn_point
144,23.004677637364473,113.04625129056917,waypoint,21,20,{'waypoint': 21},turn_point
145,23.024198415612798,113.21523109499118,waypoint,21,21,{'waypoint': 21},turn_point
146,23.033603824027313,112.99830394820715,waypoint,21,19,{'waypoint': 21},turn_point
147,23.04423496438796,113.21472331149074,waypoint,21,21,{'waypoint': 21},turn_point
148,23.046004389201737,113.23071479973026,waypoint,21,2,{'waypoint': 21},turn_point
149,23.147923499003447,112.80974942022769,waypoint,21,2,{'waypoint': 21},turn_point
150,22.976279326049383,113.10374253176678,waypoint,20,20,{'waypoint': 20},turn_point
151,22.97876450908346,113.1257833370505,waypoint,20,20,{'waypoint': 20},turn_point
152,22.978757245722715,113.12627651079754,waypoint,20,20,{'waypoint': 20},turn_point
153,22.980245178757983,113.12877736652865,waypoint,20,19,{'waypoint': 20},merge_point
154,23.003899220944938,113.04678656040919,waypoint,20,20,{'waypoint': 20},turn_point
155,23.00623562675034,113.06683085653756,waypoint,20,20,{'waypoint': 20},merge_point
156,23.014132562139434,113.03622532816883,waypoint,20,20,{'waypoint': 20},turn_point
157,23.01536482179714,113.19273301904154,waypoint,20,20,{'waypoint': 20},merge_point
158,23.016330785024284,113.20987597713864,waypoint,20,20,{'waypoint': 20},turn_point
159,23.028280383475064,112.98730346082546,waypoint,20,20,{'waypoint': 20},turn_point
160,23.028755455899706,112.99127005458072,waypoint,20,20,{'waypoint': 20},turn_point
161,23.028753319962796,113.02334200485093,waypoint,20,20,{'waypoint': 20},merge_point
162,23.02974765704852,112.9852293278248,waypoint,20,20,{'waypoint': 20},merge_point
163,23.030288249660146,113.38774096560765,waypoint,20,19,{'waypoint': 20},turn_point
164,23.031826210094664,113.01877971130435,waypoint,20,19,{'waypoint': 20},turn_point
165,23.03674008647175,113.40373608580762,waypoint,20,20,{'waypoint': 20},turn_point
166,23.04429741084536,113.2137885582193,waypoint,20,20,{'waypoint': 20},turn_point
167,23.047137274010456,113.24682835391971,waypoint,20,20,{'waypoint': 20},turn_point
168,23.149229683427766,112.81271636236109,waypoint,20,20,{'waypoint': 20},turn_point
169,22.978316111470043,113.12670144115036,waypoint,19,19,{'waypoint': 19},turn_point
170,22.980226361015042,113.12917623539445,waypoint,19,19,{'waypoint': 19},merge_point
171,22.9872008958388,113.15576459329242,waypoint,19,19,{'waypoint': 19},turn_point
172,23.001315730171218,113.07327267226118,waypoint,19,19,{'waypoint': 19},turn_point
173,23.00258237547921,113.05014594965225,waypoint,19,2,{'waypoint': 19},turn_point
174,23.01526532761354,113.19218509639953,waypoint,19,18,{'waypoint': 19},turn_point
175,23.01969068758493,113.17872241932055,waypoint,19,19,{'waypoint': 19},turn_point
176,23.020269358074515,113.2141443453002,waypoint,19,19,{'waypoint': 19},turn_point
177,23.023845566229504,113.21519811812948,waypoint,19,18,{'waypoint': 19},merge_point
178,23.034712444109925,113.01027286382721,waypoint,19,19,{'waypoint': 19},turn_point
179,23.03528409203126,113.37425088785162,waypoint,19,19,{'waypoint': 19},turn_point
180,23.04469717338472,113.21422749419938,waypoint,19,19,{'waypoint': 19},turn_point
181,23.046705230477507,113.2457554443354,waypoint,19,19,{'waypoint': 19},turn_point
182,22.985317540419196,113.13473701702685,waypoint,18,18,{'waypoint': 18},turn_point
183,22.986148745198403,113.13560029847416,waypoint,18,2,{'waypoint': 18},turn_point
184,22.98980850744542,113.07829310296802,waypoint,18,18,{'waypoint': 18},turn_point
185,22.999255665034397,113.16285496915339,waypoint,18,18,{'waypoint': 18},merge_point
186,23.005306350294333,113.06975698660011,waypoint,18,17,{'waypoint': 18},turn_point
187,23.01473687464042,113.03568903233356,waypoint,18,18,{'waypoint': 18},turn_point
188,23.014831452458708,113.20622711142262,waypoint,18,18,{'waypoint': 18},turn_point
189,23.016801451039942,113.21067853642144,waypoint,18,18,{'waypoint': 18},turn_point
190,23.019184783682643,113.17782325056947,waypoint,18,18,{'waypoint': 18},turn_point
191,23.0282606459404,112.98817507223404,waypoint,18,18,"{'waypoint': 17, 'stop_point': 1}",turn_point
192,23.028274544145013,112.99113508021304,waypoint,18,18,{'waypoint': 18},turn_point
193,23.02915215245326,113.0232395625984,waypoint,18,18,{'waypoint': 18},merge_point
194,23.034368369026588,113.01075997296566,waypoint,18,18,{'waypoint': 18},turn_point
195,23.037326104975097,113.4042182511493,waypoint,18,18,{'waypoint': 18},turn_point
196,23.044706793112297,113.21524478911607,waypoint,18,18,{'waypoint': 18},turn_point
197,23.057295687224318,113.27423827213416,waypoint,18,18,{'waypoint': 18},turn_point
198,23.160340673125216,112.85572366935206,waypoint,18,17,{'waypoint': 18},turn_point
199,23.16077998997966,112.8552253020869,waypoint,18,18,{'waypoint': 18},turn_point
200,22.97677730506369,113.10273424823492,waypoint,17,16,{'waypoint': 17},turn_point
201,22.980351121315195,113.08728964286391,waypoint,17,17,{'waypoint': 17},turn_point
202,22.986813677063473,113.13688859013695,waypoint,17,2,{'waypoint': 17},turn_point
203,23.012239195280745,113.16535746851207,waypoint,17,17,{'waypoint': 17},turn_point
204,23.019716493845948,113.18368920712462,waypoint,17,17,{'waypoint': 17},turn_point
205,23.022865039548673,113.21525313116891,waypoint,17,17,{'waypoint': 17},turn_point
206,23.02382889742458,113.21477631834249,waypoint,17,17,{'waypoint': 17},merge_point
207,23.028729811571115,112.98732262191149,waypoint,17,16,{'waypoint': 17},turn_point
208,23.03021691974846,113.38724503716999,waypoint,17,17,{'waypoint': 17},turn_point
209,23.032176697314007,112.98273524887587,waypoint,17,17,{'waypoint': 17},turn_point
210,23.032787292532582,113.20829807174776,waypoint,17,17,{'waypoint': 17},merge_point
211,23.036211276588933,113.35927626291685,waypoint,17,16,{'waypoint': 17},turn_point
212,23.037240713827227,112.98125984224068,waypoint,17,17,{'waypoint': 17},turn_point
213,23.042804897967528,113.21238687404527,waypoint,17,17,{'waypoint': 17},turn_point
214,23.04428185481276,113.21522234430054,waypoint,17,16,{'waypoint': 17},turn_point
215,23.044644295397667,113.21468653483579,waypoint,17,17,{'waypoint': 17},turn_point
216,23.046119048071716,113.2312463257357,waypoint,17,17,{'waypoint': 17},turn_point
217,23.046356768880493,113.24616205406025,waypoint,17,16,{'waypoint': 17},turn_point
218,23.046303834998195,113.34025095427684,waypoint,17,17,{'waypoint': 17},turn_point
219,23.047276607615256,113.41126265168153,waypoint,17,17,{'waypoint': 17},turn_point
220,23.052241570358973,113.32570609659207,waypoint,17,17,{'waypoint': 17},turn_point
221,23.0576022987225,113.27376541843591,waypoint,17,16,{'waypoint': 17},turn_point
222,23.15471440041836,112.81577975629837,waypoint,17,17,{'waypoint': 17},merge_point
223,23.160566907987942,112.85620030555458,waypoint,17,2,{'waypoint': 17},turn_point
224,22.976266281278455,113.10327512288933,waypoint,16,16,{'waypoint': 16},turn_point
225,22.976733116907823,113.10217909231346,waypoint,16,14,{'waypoint': 16},turn_point
226,22.982657058733437,113.08421440237157,waypoint,16,16,{'waypoint': 16},turn_point
227,22.98884276721034,113.14674832585456,waypoint,16,16,{'waypoint': 16},turn_point
228,23.000396153794675,113.16275872992762,waypoint,16,16,{'waypoint': 16},turn_point
229,23.00679394975812,113.16020156150844,waypoint,16,15,{'waypoint': 16},turn_point
230,23.014827575118055,113.03527943546247,waypoint,16,15,{'waypoint': 16},turn_point
231,23.01660314981443,113.18926605117102,waypoint,16,16,{'waypoint': 16},turn_point
232,23.01971251086437,113.21371498030787,waypoint,16,16,{'waypoint': 16},turn_point
233,23.025885776847694,113.2145751830281,waypoint,16,2,{'waypoint': 16},turn_point
234,23.027859461858938,112.98774870772147,waypoint,16,16,{'waypoint': 16},turn_point
235,23.028721069502318,112.98773981765946,waypoint,16,14,{'waypoint': 16},turn_point
236,23.030327028509536,113.2097420734485,waypoint,16,16,{'waypoint': 16},turn_point
237,23.032205127176326,112.98320437197879,waypoint,16,16,{'waypoint': 16},turn_point
238,23.03212809815895,113.01872415518295,waypoint,16,16,{'waypoint': 16},turn_point
239,23.03221808109938,113.39892121952742,waypoint,16,2,{'waypoint': 16},turn_point
240,23.033271765986044,112.9973294011476,waypoint,16,16,{'waypoint': 16},turn_point
241,23.036007568876837,113.35843312975946,waypoint,16,3,{'waypoint': 16},turn_point
242,23.036795913457887,112.9814500463744,waypoint,16,2,{'waypoint': 16},turn_point
243,23.03728031303048,113.35374775720064,waypoint,16,16,{'waypoint': 16},turn_point
244,23.038731078530198,113.2110668207279,waypoint,16,2,{'waypoint': 16},turn_point
245,23.05374502534041,113.26075789429223,waypoint,16,16,{'waypoint': 16},turn_point
246,23.05376318758988,113.26123109390481,waypoint,16,16,{'waypoint': 16},turn_point
247,23.05773751090273,113.27419814902007,waypoint,16,16,{'waypoint': 16},turn_point
248,23.113844744376024,113.25655635507539,stop_point,16,1,"{'turn_point': 6, 'stop_point': 8, 'waypoint': 2}",turn_point
249,23.148870100696588,112.81250672498928,waypoint,16,1,{'waypoint': 16},turn_point
250,23.152712374407905,112.88526331625098,waypoint,16,15,{'waypoint': 16},turn_point
251,23.157271472430466,112.83932498937034,waypoint,16,16,{'waypoint': 16},turn_point
252,23.15825832064084,112.83976569228025,waypoint,16,16,{'waypoint': 16},waypoint
253,23.160170512868387,112.86719908908252,waypoint,16,16,{'waypoint': 16},turn_point
254,22.97613265188916,113.10568916451389,waypoint,15,15,{'waypoint': 15},merge_point
255,22.979253734412058,113.12682203943938,waypoint,15,15,{'waypoint': 15},turn_point
256,22.979265158393222,113.12713978502792,waypoint,15,15,{'waypoint': 15},turn_point
257,22.98678973092436,113.15912754927152,waypoint,15,14,{'waypoint': 15},turn_point
258,23.002241606270626,113.07314082348572,waypoint,15,15,{'waypoint': 15},turn_point
259,23.0046947264625,113.04660025552042,waypoint,15,14,{'waypoint': 15},turn_point
260,23.006165612291962,113.06961188200471,waypoint,15,15,{'waypoint': 15},turn_point
261,23.01631865882988,113.19016624937571,waypoint,15,15,{'waypoint': 15},turn_point
262,23.016282107473877,113.21016686520458,waypoint,15,15,{'waypoint': 15},turn_point
263,23.01714469229773,113.21029046056644,waypoint,15,14,{'waypoint': 15},turn_point
264,23.030804706056987,113.20883183861719,waypoint,15,15,{'waypoint': 15},turn_point
265,23.032785218483415,113.20873286978566,waypoint,15,15,{'waypoint': 15},merge_point
266,23.03381283795661,113.20921420259866,waypoint,15,15,{'waypoint': 15},turn_point
267,23.03530578109243,113.37374006185881,waypoint,15,15,{'waypoint': 15},turn_point
268,23.04429683067976,113.22134316278151,waypoint,15,14,{'waypoint': 15},merge_point
269,23.045801257802463,113.34126388137274,waypoint,15,15,{'waypoint': 15},turn_point
270,23.05267234960346,113.30223145467285,waypoint,15,14,"{'waypoint': 14, 'stop_point': 1}",merge_point
271,23.05332658451567,113.25926429276544,waypoint,15,15,{'waypoint': 15},turn_point
272,23.077771236370033,112.97044576622167,waypoint,15,2,{'waypoint': 15},turn_point
273,23.10726191709352,113.63002012176293,stop_point,15,2,"{'waypoint': 1, 'stop_point': 12, 'turn_point': 2}",merge_point
274,23.117135401020274,113.26631336193257,turn_point,15,2,"{'waypoint': 3, 'turn_point': 6, 'stop_point': 6}",turn_point
275,23.13921675637414,112.90327451897416,waypoint,15,15,{'waypoint': 15},turn_point
276,23.141958455633954,112.89730341597024,waypoint,15,2,{'waypoint': 15},turn_point
277,23.14930894757567,112.81173859542857,waypoint,15,15,{'waypoint': 15},turn_point
278,23.158103445564684,112.83876334831098,waypoint,15,2,{'waypoint': 15},merge_point
279,23.160952191156156,112.85483996302327,waypoint,15,2,{'waypoint': 15},turn_point
280,22.97828949297605,113.12626655209617,waypoint,14,14,{'waypoint': 14},turn_point
281,22.979127753097853,113.12637089268517,waypoint,14,14,{'waypoint': 14},turn_point
282,22.985650579184643,113.13479446255845,waypoint,14,14,{'waypoint': 14},turn_point
283,22.98871450077445,113.07879010265592,waypoint,14,14,{'waypoint': 14},turn_point
284,23.000761392401333,113.16239009653574,waypoint,14,13,{'waypoint': 14},turn_point
285,23.002689503599786,113.05237550161982,waypoint,14,13,{'waypoint': 14},merge_point
286,23.01242991312091,113.16613959826756,waypoint,14,14,{'waypoint': 14},turn_point
287,23.015301362020235,113.03479203062979,waypoint,14,14,{'waypoint': 14},turn_point
288,23.01523979576387,113.03523232518396,waypoint,14,14,{'waypoint': 14},turn_point
289,23.015336107688633,113.20529933039226,waypoint,14,14,{'waypoint': 14},merge_point
290,23.025744026191912,113.21429669889423,waypoint,14,14,{'waypoint': 14},turn_point
291,23.026709924871657,113.21333490108431,waypoint,14,14,{'waypoint': 14},turn_point
292,23.02929143624247,112.98481523714261,waypoint,14,14,{'waypoint': 14},turn_point
293,23.029151135200323,112.99127256939911,waypoint,14,14,{'waypoint': 14},turn_point
294,23.029283469048455,112.99322125396166,waypoint,14,14,{'waypoint': 14},turn_point
295,23.030691767512707,113.38769874565207,waypoint,14,14,{'waypoint': 14},turn_point
296,23.031233305513563,113.20930319321958,waypoint,14,14,{'waypoint': 14},turn_point
297,23.03373989002207,113.37979838499508,waypoint,14,13,{'waypoint': 14},turn_point
298,23.033694051941843,113.38022835915375,waypoint,14,14,{'waypoint': 14},turn_point
299,23.03516332854515,113.37477508318155,waypoint,14,14,{'waypoint': 14},turn_point
300,23.03632371326313,113.35972553419371,waypoint,14,14,{'waypoint': 14},turn_point
301,23.036740795566494,112.98070004190949,waypoint,14,14,{'waypoint': 14},turn_point
302,23.037266729146502,113.35325437326382,waypoint,14,13,{'waypoint': 14},turn_point
303,23.03768650084526,113.3532334868827,waypoint,14,14,{'waypoint': 14},turn_point
304,23.043247556962058,113.21230910005421,waypoint,14,14,{'waypoint': 14},turn_point
305,23.046302403888745,113.24579106480401,waypoint,14,14,{'waypoint': 14},turn_point
306,23.04772224906117,113.41128463326973,waypoint,14,14,{'waypoint': 14},turn_point
307,23.048306014042232,113.41169864546563,waypoint,14,14,{'waypoint': 14},turn_point
308,23.052218581054795,113.30328026658692,waypoint,14,14,{'waypoint': 14},turn_point
309,23.057716238008823,113.27478479429021,waypoint,14,14,{'waypoint': 14},turn_point
310,23.057791591861683,113.28075201814883,waypoint,14,14,{'waypoint': 14},turn_point
311,23.068268654287998,112.5257644327074,waypoint,14,14,{'waypoint': 14},waypoint
312,23.09520797390459,113.42515394643658,turn_point,14,2,"{'turn_point': 11, 'stop_point': 3}",turn_point
313,23.107989031842116,113.63677356406943,stop_point,14,1,"{'waypoint': 4, 'turn_point': 1, 'stop_point': 9}",turn_point
314,23.14027932844068,113.22165332868057,waypoint,14,13,{'waypoint': 14},turn_point
315,23.14330284706306,113.21978679975514,waypoint,14,13,{'waypoint': 14},merge_point
316,23.152305835861775,112.88525478917519,waypoint,14,14,{'waypoint': 14},turn_point
317,23.152703936038144,112.88615178147452,waypoint,14,14,{'waypoint': 14},turn_point
318,23.157399999875388,112.83974078907985,waypoint,14,2,{'waypoint': 14},turn_point
319,22.9758690710699,113.10381128571588,waypoint,13,13,{'waypoint': 13},turn_point
320,22.97577118107101,113.1047332356317,waypoint,13,13,{'waypoint': 13},turn_point
321,22.979460118136657,113.09760147516958,waypoint,13,2,{'waypoint': 13},turn_point
322,22.980754596099004,113.0868492563367,waypoint,13,12,{'waypoint': 13},turn_point
323,22.980692083174155,113.08818079860848,waypoint,13,13,{'waypoint': 13},turn_point
324,22.98715112997636,113.15910897394812,waypoint,13,12,{'waypoint': 13},merge_point
